Test Case,Input,Maximum Subarray Sum,Branch_Coverage,Statement_Coverage,Function_Coverage,Execution_Time,Adequacy_Score,Adequacy_Label
924,"[-25, -96, -98, -81, -88, -12]",-12,94.11764706,52.38095238,50.00%,0.001997948,34.5876153312,low
925,"[-22, -40, -43, -80, -61, -78, -91]",-22,93.33333333,47.61904762,50.00%,0.001002789,33.0022806731,low
926,"[-58, -16, -10, -79, -16, -58, -47]",-10,94.11764706,52.38095238,50.00%,0.00099659,34.587715466999995,mid
927,"[-10, -21]",-10,93.33333333,47.61904762,50.00%,0.001000166,33.002280935399995,low
928,"[-27, -64, -60, -1, -31]",-1,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
929,"[-79, -51, -8]",-8,93.75,52.38095238,50.00%,0.00100112,34.514185602,low
930,"[-98, -44, -6, -47]",-6,94.11764706,52.38095238,50.00%,0.000998497,34.5877152763,mid
931,"[-100, -44, -96, -84, -65, -23, -85, -49, -48, -73]",-23,94.11764706,52.38095238,50.00%,0.001031399,34.5877119861,mid
932,"[-36, -43, -47, -32, -29, -4, -28]",-4,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
933,"[-72, -65, -45, -1, -55, -35, -25]",-1,94.11764706,52.38095238,50.00%,0.00100708,34.587714418,mid
934,"[-48, -85, -60, -22, -81, -81, -12, -10, -12, -56]",-10,94.11764706,52.38095238,50.00%,0.000994444,34.587715681599995,mid
935,"[-82, -7, -90, -29, -25, -23]",-7,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
936,"[-56, -51, -39]",-39,93.75,52.38095238,50.00%,0.001073837,34.5141783303,low
937,"[-10, -64, -88, -33, -99, -87, -96, -15, -34, -80]",-10,93.33333333,47.61904762,50.00%,0.001006842,33.0022802678,low
938,[-36],-36,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
939,"[-62, -46, -52, -61, -82]",-46,94.11764706,52.38095238,50.00%,0.000543118,34.5877608142,mid
940,"[-14, -2, -94, -47, -61, -16, -62, -64, -9]",-2,94.11764706,52.38095238,50.00%,0.001757145,34.58763941149999,mid
941,"[-21, -71, -10, -48, -12, -50, -8, -51, -78]",-8,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
942,"[-60, -38, -56, -53, -1, -43, -70, -71, -70]",-1,94.11764706,52.38095238,50.00%,0.00068903,34.587746223,mid
943,"[-95, -18, -82, -82, -23, -30, -9, -57]",-9,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
944,"[-62, -31, -13, -95, -93, -13, -28]",-13,94.11764706,52.38095238,50.00%,0.001066923,34.587708433699994,mid
945,"[-44, -22, -6, -46, -42, -77, -95, -45, -73]",-6,94.11764706,52.38095238,50.00%,0.001104116,34.5877047144,mid
946,"[-92, -68, -47, -5, -10, -7]",-5,94.11764706,52.38095238,50.00%,0.000556946,34.587759431399995,mid
947,"[-71, -15, -81, -71, -34, -69]",-15,94.11764706,52.38095238,50.00%,0.001002312,34.587714894799994,mid
948,"[-54, -10]",-10,93.75,52.38095238,50.00%,0.000998259,34.514185888099995,low
949,"[-19, -35, -7, -21, -55, -22, -34, -46]",-7,94.11764706,52.38095238,50.00%,0.00100112,34.587715014,mid
950,"[-5, -35, -5, -92, -41, -91, -55, -81]",-5,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
951,"[-95, -32, -28, -59, -52, -91]",-28,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
952,"[-68, -69, -88, -52, -49, -69]",-49,94.11764706,52.38095238,50.00%,0.00100255,34.587714871,mid
953,"[-36, -3, -32]",-3,94.11764706,52.38095238,50.00%,0.001001358,34.5877149902,mid
954,"[-8, -43, -22]",-8,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
955,"[-24, -81]",-24,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
956,"[-56, -76, -32, -16, -42]",-16,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
957,"[-48, -79, -57, -63, -96, -42, -15, -93, -71, -81]",-15,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
958,"[-56, -93, -30, -4, -56, -9, -31, -19]",-4,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
959,"[-18, -8, -57, -5, -7, -13, -30, -35, -77, -66]",-5,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
960,[-16],-16,87.5,19.04761905,50.00%,0.000998735,23.2641858415,low
961,"[-37, -79, -4, -71, -98]",-4,94.11764706,52.38095238,50.00%,0.001004219,34.587714704099994,mid
962,"[-60, -7, -65, -64, -92, -100, -56]",-7,94.11764706,52.38095238,50.00%,0.001001835,34.58771494249999,mid
963,"[-25, -70, -62, -6, -65, -30]",-6,94.11764706,52.38095238,50.00%,0.000998497,34.5877152763,mid
964,"[-68, -28, -26, -77, -80]",-26,94.11764706,52.38095238,50.00%,0.001008749,34.5877142511,mid
965,"[-41, -100, -23, -17, -38, -78]",-17,94.11764706,52.38095238,50.00%,0.000998974,34.5877152286,mid
966,"[-37, -3, -97, -47, -80, -20, -25, -87, -64]",-3,94.11764706,52.38095238,50.00%,0.00100112,34.587715014,mid
967,"[-7, -40, -77, -47, -40, -56, -14]",-7,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
968,[-32],-32,87.5,19.04761905,50.00%,0.001000166,23.2641856984,low
969,"[-70, -64, -78, -3, -21, -50, -38, -45, -6, -97]",-3,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
970,"[-27, -94, -83, -17, -81, -95, -33, -87, -12, -32]",-12,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
971,"[-54, -87, -24, -79, -49, -94, -38]",-24,94.11764706,52.38095238,50.00%,0.000998974,34.5877152286,mid
972,[-14],-14,87.5,19.04761905,50.00%,0.000998259,23.2641858891,low
973,"[-83, -64, -43]",-43,93.75,52.38095238,50.00%,0.00085187,34.51420052699999,low
974,"[-53, -88, -65, -99]",-53,93.33333333,47.61904762,50.00%,0.003999233,33.001981028699994,low
975,"[-85, -9, -100, -88, -17, -31, -18, -64]",-9,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
976,"[-95, -78, -11, -70]",-11,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
977,"[-5, -50, -73, -76, -38, -90]",-5,93.33333333,47.61904762,50.00%,0.000544071,33.002326544899994,low
978,"[-13, -40, -86]",-13,93.33333333,47.61904762,50.00%,0.000888586,33.002292093399994,low
979,"[-93, -52, -47]",-47,93.75,52.38095238,50.00%,0.001962423,34.5140894717,low
980,"[-78, -34, -53, -68]",-34,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
981,"[-40, -24, -59, -40, -17, -7, -67, -10]",-7,94.11764706,52.38095238,50.00%,0.001003504,34.5877147756,mid
982,[-49],-49,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
983,"[-81, -65, -5]",-5,93.75,52.38095238,50.00%,0.000999451,34.5141857689,low
984,"[-15, -11, -71]",-11,94.11764706,52.38095238,50.00%,0.000540495,34.587761076499994,mid
985,"[-71, -65, -75, -62, -40]",-40,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
986,"[-43, -62, -64, -8, -84, -98, -44, -3, -8]",-3,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
987,"[-14, -75, -99, -8, -39, -41]",-8,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
988,"[-94, -35, -86, -84, -86]",-35,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
989,"[-67, -65, -48, -38, -80, -15, -93]",-15,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
990,"[-67, -3, -39, -35]",-3,94.11764706,52.38095238,50.00%,0.000995398,34.5877155862,mid
991,"[-16, -69]",-16,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
992,"[-96, -3]",-3,93.75,52.38095238,50.00%,1e-09,34.514285713899994,low
993,"[-48, -71, -98, -75, -93]",-48,93.33333333,47.61904762,50.00%,0.000999212,33.0022810308,low
994,"[-20, -4, -35, -14, -3, -54, -65, -95]",-3,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
995,"[-22, -30]",-22,93.33333333,47.61904762,50.00%,0.000999689,33.00228098309999,low
996,"[-91, -79, -50, -56, -73, -66, -6, -68, -60, -78]",-6,94.11764706,52.38095238,50.00%,0.001002789,34.5877148471,mid
997,[-30],-30,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
998,"[-79, -99, -99, -37]",-37,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
999,"[-71, -84, -52, -20, -88]",-20,94.11764706,52.38095238,50.00%,0.000998974,34.5877152286,mid
1000,"[-71, -74, -9, -71]",-9,94.11764706,52.38095238,50.00%,0.001187801,34.58769634589999,mid
1001,"[-31, -21, -44, -69, -34, -42, -42, -95]",-21,94.11764706,52.38095238,50.00%,0.000688076,34.587746318399994,mid
1002,"[-74, -7, -89, -1, -36, -48]",-1,94.11764706,52.38095238,50.00%,0.000545502,34.5877605758,mid
1003,"[-89, -24, -80, -90, -29, -80, -79, -81, -25, -7]",-7,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
1004,"[-9, -93, -20, -98, -63, -14, -62, -54, -20, -93]",-9,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
1005,"[-63, -78, -58, -81, -30]",-30,94.11764706,52.38095238,50.00%,0.000510693,34.5877640567,mid
1006,"[-87, -33, -97]",-33,94.11764706,52.38095238,50.00%,0.000998974,34.5877152286,mid
1007,"[-96, -77, -42, -17, -41, -63]",-17,94.11764706,52.38095238,50.00%,0.001493692,34.58766575679999,mid
1008,"[-25, -72, -46, -52, -49]",-25,93.33333333,47.61904762,50.00%,0.001351833,33.00224576869999,low
1009,"[-79, -60]",-60,93.75,52.38095238,50.00%,0.000543833,34.5142313307,low
1010,"[-96, -51, -40, -56, -23]",-23,94.11764706,52.38095238,50.00%,0.001003504,34.5877147756,mid
1011,"[-4, -47, -69]",-4,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
1012,"[-14, -41, -44, -100, -49]",-14,93.33333333,47.61904762,50.00%,0.001000166,33.002280935399995,low
1013,"[-12, -52]",-12,93.33333333,47.61904762,50.00%,0.001829386,33.0021980134,low
1014,"[-91, -35, -74]",-35,94.11764706,52.38095238,50.00%,0.00100112,34.587715014,mid
1015,"[-65, -33, -12, -19, -14, -44]",-12,94.11764706,52.38095238,50.00%,0.000995159,34.5877156101,mid
1016,"[-96, -11]",-11,93.75,52.38095238,50.00%,0.001182079,34.514167506099994,low
1017,"[-42, -13, -49, -96, -37, -90, -92, -64]",-13,94.11764706,52.38095238,50.00%,0.000669241,34.5877482019,mid
1018,"[-10, -8, -51, -5, -87]",-5,94.11764706,52.38095238,50.00%,0.000989914,34.587716134599994,mid
1019,"[-77, -69, -83, -33, -86, -93]",-33,94.11764706,52.38095238,50.00%,0.001081705,34.5877069555,mid
1020,"[-50, -32, -24, -74, -61, -66]",-24,94.11764706,52.38095238,50.00%,0.000999212,34.5877152048,mid
1021,"[-4, -96, -16, -19, -55, -85, -53, -3, -58, -72]",-3,94.11764706,52.38095238,50.00%,0.001067877,34.5877083383,mid
1022,"[-26, -80, -73, -43, -46, -59, -40]",-26,93.33333333,47.61904762,50.00%,0.001351595,33.0022457925,low
1023,"[-31, -80, -65, -97, -12, -31]",-12,94.11764706,52.38095238,50.00%,0.001184702,34.587696655799995,mid
1024,"[-67, -68, -54, -70, -6, -41, -53, -31, -53, -6]",-6,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
1025,[-10],-10,87.5,19.04761905,50.00%,0.000999212,23.2641857938,low
1026,"[-44, -37, -53, -1, -98, -96]",-1,94.11764706,52.38095238,50.00%,0.001855135,34.587629612499995,low
1027,"[-56, -72]",-56,93.33333333,47.61904762,50.00%,0.001012087,33.002279743299994,low
1028,[-26],-26,87.5,19.04761905,50.00%,0.000996828,23.2641860322,low
1029,"[-30, -80, -78, -23, -58, -22, -61, -62, -29, -7]",-7,94.11764706,52.38095238,50.00%,0.001814604,34.587633665599995,low
1030,"[-90, -23, -20, -92, -7, -88, -79]",-7,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
1031,"[-78, -94, -50]",-50,94.11764706,52.38095238,50.00%,0.001010418,34.587714084199995,mid
1032,"[-3, -8, -67, -82, -23, -31]",-3,93.33333333,47.61904762,50.00%,0.001000404,33.0022809116,low
1033,"[-41, -90, -44, -58, -23, -2, -75, -19]",-2,94.11764706,52.38095238,50.00%,0.000997305,34.5877153955,mid
1034,"[-66, -79]",-66,93.33333333,47.61904762,50.00%,0.001211882,33.0022597638,low
1035,"[-72, -12, -31, -26, -5]",-5,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
1036,"[-95, -25, -19, -50, -12, -38, -69, -96, -81, -80]",-12,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
1037,"[-27, -35, -38, -57, -14, -61]",-14,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
1038,"[-5, -52, -43, -58, -38, -17, -62, -22]",-5,93.33333333,47.61904762,50.00%,0.000957251,33.00228522689999,low
1039,"[-56, -56]",-56,93.33333333,47.61904762,50.00%,0.001001358,33.0022808162,low
1040,"[-92, -23, -15, -23, -96, -77, -58, -78, -70]",-15,94.11764706,52.38095238,50.00%,0.000858545,34.587729271499995,mid
1041,"[-39, -73, -75, -87, -57, -71, -26, -41, -89]",-26,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
1042,"[-98, -21, -59, -50, -86, -62, -70, -53, -17, -82]",-17,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
1043,"[-88, -83, -77, -23, -19, -96, -75]",-19,94.11764706,52.38095238,50.00%,0.001076937,34.58770743229999,mid
1044,"[-52, -5, -3, -42, -29, -9, -28, -81, -45]",-3,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
1045,"[-41, -90, -68]",-41,93.33333333,47.61904762,50.00%,0.000530243,33.002327927699994,low
1046,"[-10, -46, -44, -68, -11]",-10,93.33333333,47.61904762,50.00%,0.000743866,33.0023065654,low
1047,"[-48, -77, -20]",-20,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
1048,"[-80, -37, -91]",-37,94.11764706,52.38095238,50.00%,0.000931263,34.587721999699994,mid
1049,"[-46, -15, -66, -15]",-15,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
1050,"[-9, -39, -22, -77, -52, -33, -9, -48, -22]",-9,93.33333333,47.61904762,50.00%,0.001069069,33.002274045099995,low
1051,[],Invalid output,66.66666667,9.523809524,50.00%,0.001094341,16.240366757100002,low
1052,[],Invalid output,66.66666667,9.523809524,50.00%,0.000999212,16.240376270000002,low
1053,[],Invalid output,66.66666667,9.523809524,50.00%,0.000548363,16.240421354900004,low
1054,[],Invalid output,66.66666667,9.523809524,50.00%,0.001000166,16.2403761746,low
1055,[],Invalid output,66.66666667,9.523809524,50.00%,0.001010895,16.240375101700003,low
1056,[0],0,87.5,19.04761905,50.00%,0.000999689,23.2641857461,low
1057,[0],0,87.5,19.04761905,50.00%,0.001482487,23.2641374663,low
1058,[0],0,87.5,19.04761905,50.00%,0.001227617,23.2641629533,low
1059,[0],0,87.5,19.04761905,50.00%,0.0011971,23.264166005,low
1060,[0],0,87.5,19.04761905,50.00%,0.000998735,23.2641858415,low
